,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y
0,Disco,0.51192,0.30359,10.66856,0.52330,0.27402,10.88047,0.53307,0.27329,10.21588,0.54296,0.27259,9.43364,0.49669,0.27748,10.28523,0.48677,0.27902,9.21487,0.47684,0.28047,8.37278,0.55739,0.29210,7.81228,0.46553,0.30142,6.31960,0.53204,0.33840,10.81514,0.49492,0.34218,9.88661,0.62536,0.47648,4.40305,0.41377,0.46353,3.41985,0.68033,0.76979,3.09680,0.36268,0.71829,2.66964,0.56702,0.74362,5.40117,0.40670,0.69535,4.27064,0.52450,0.75055,4.95384,0.43104,0.69375,4.19350,0.52291,0.69906,5.18463,0.44819,0.65763,4.38611,0.53265,0.69694,5.37763,0.44722,0.66072,4.64174,0.57751,0.80455,1.82436,1.61529,0.42623,0.78219
1,Disco,0.51120,0.30110,11.49950,0.52313,0.27315,12.06624,0.53278,0.27271,11.43988,0.54249,0.27232,10.60586,0.49683,0.27610,11.44770,0.48706,0.27744,10.45438,0.47724,0.27872,9.70311,0.55633,0.29239,8.80579,0.46565,0.29990,7.56240,0.53054,0.33653,11.76668,0.49368,0.33923,10.76319,0.62363,0.47858,5.23861,0.41582,0.46485,4.83137,0.67881,0.76422,3.68843,0.35661,0.68914,3.98014,0.57136,0.73043,6.14756,0.31813,0.60674,4.75979,0.52847,0.74114,5.61682,0.30072,0.59079,4.62114,0.52556,0.68841,5.87179,0.30482,0.55952,4.86729,0.53523,0.68694,6.14391,0.32193,0.56821,5.15772,0.57905,0.80827,2.30486,2.65761,0.42654,0.78780
2,Disco,0.50999,0.30073,10.81045,0.52275,0.27279,11.58863,0.53253,0.27249,11.11481,0.54234,0.27226,10.41759,0.49646,0.27554,10.90240,0.48681,0.27672,9.95353,0.47707,0.27786,9.29521,0.55676,0.29230,8.65108,0.46651,0.29849,7.28231,0.52982,0.33666,10.87274,0.49297,0.33883,10.03135,0.62580,0.47449,5.16607,0.41566,0.46904,5.09930,0.67912,0.75707,3.17333,0.32214,0.69403,3.87375,0.57622,0.72108,5.38926,0.25235,0.58555,3.87164,0.53476,0.73353,4.90586,0.23086,0.55948,3.62852,0.53098,0.67848,5.18816,0.23069,0.52263,3.91024,0.54026,0.67697,5.49017,0.25037,0.53662,4.20510,0.58663,0.79856,2.36138,3.27637,0.43315,0.78628
3,Disco,0.51185,0.29848,10.25855,0.52413,0.26993,12.08427,0.53427,0.26917,11.59856,0.54448,0.26843,11.09547,0.49670,0.27406,11.53279,0.48677,0.27588,10.62405,0.47675,0.27763,9.70561,0.56041,0.28915,9.93398,0.46568,0.30010,7.09411,0.53337,0.33492,10.80299,0.49525,0.33924,9.47960,0.62925,0.47483,5.94717,0.42084,0.46533,4.45770,0.68204,0.76429,2.97090,0.30692,0.61814,2.12570,0.56684,0.70630,4.78909,0.34892,0.38822,4.27892,0.52347,0.70562,4.49822,0.35562,0.32339,4.37407,0.52280,0.65133,4.80771,0.36607,0.30484,4.72798,0.53288,0.65724,4.89813,0.37467,0.33812,4.84367,0.59429,0.80278,2.14949,2.26539,0.43472,0.79369
4,Disco,0.51206,0.29769,10.70753,0.52388,0.26826,11.62519,0.53415,0.26695,10.97142,0.54446,0.26564,10.42482,0.49594,0.27354,11.21216,0.48584,0.27579,10.26467,0.47566,0.27787,9.19988,0.56095,0.28584,9.45437,0.46474,0.30033,6.52638,0.53400,0.33381,11.66856,0.49574,0.33959,9.98578,0.63000,0.47613,5.84641,0.42448,0.46138,4.41256,0.68458,0.76837,3.47058,0.33026,0.56589,2.73210,0.56530,0.69601,5.53769,0.41635,0.35215,5.49067,0.52048,0.68752,5.10990,0.42335,0.29507,5.45924,0.52084,0.63275,5.37642,0.43314,0.28055,5.66252,0.53145,0.63694,5.54009,0.43850,0.30810,5.92531,0.60847,0.80757,3.30572,3.27046,0.45245,0.79449
5,Disco,0.51242,0.29749,11.22162,0.52387,0.26748,11.78861,0.53417,0.26555,10.98215,0.54451,0.26355,10.31732,0.49586,0.27372,11.56693,0.48570,0.27586,10.58932,0.47543,0.27867,9.39465,0.56097,0.28323,9.17359,0.46493,0.30290,6.44520,0.53482,0.33276,11.85875,0.49607,0.33966,9.86438,0.64032,0.47609,5.52980,0.43135,0.45988,4.41811,0.68607,0.77850,3.39723,0.35427,0.53870,3.27659,0.56701,0.68747,5.55112,0.42283,0.32598,6.00266,0.52186,0.67559,5.14295,0.43257,0.26816,5.72521,0.52487,0.62142,5.39765,0.43964,0.25907,5.76744,0.53518,0.62456,5.59524,0.44512,0.28596,6.15002,0.61224,0.80820,3.62684,3.86367,0.45904,0.79468
6,Disco,0.51245,0.29440,10.52347,0.52336,0.26417,10.22374,0.53361,0.26221,9.55516,0.54393,0.26030,8.86283,0.49519,0.27099,9.35117,0.48500,0.27377,8.25846,0.47476,0.27679,7.34509,0.56093,0.27989,7.90441,0.46444,0.30123,5.42262,0.53500,0.32951,12.00012,0.49653,0.33750,10.31884,0.64231,0.47517,5.03251,0.42852,0.46002,3.98930,0.68972,0.77846,3.78257,0.38315,0.64651,2.48597,0.56701,0.67929,5.97064,0.43591,0.53291,4.89459,0.52174,0.66503,5.50397,0.44653,0.50968,5.15321,0.52530,0.61406,5.78036,0.44361,0.47762,5.34766,0.53568,0.61609,5.98132,0.44953,0.48762,5.57809,0.61429,0.80925,2.99592,2.68783,0.45727,0.79656
7,Disco,0.51386,0.29590,11.36343,0.52413,0.26476,11.90724,0.53456,0.26240,11.11417,0.54500,0.26014,10.44316,0.49592,0.27290,11.58176,0.48567,0.27637,10.50397,0.47537,0.27990,9.25279,0.56341,0.27927,9.17510,0.46616,0.30448,6.24284,0.53833,0.32983,11.59574,0.49963,0.33974,9.51358,0.64767,0.47261,5.28779,0.43483,0.45254,4.22670,0.68906,0.78253,3.55824,0.37629,0.54424,3.18698,0.56956,0.68302,5.65941,0.43660,0.33849,6.04826,0.52589,0.66805,5.21498,0.44443,0.28303,5.80087,0.52874,0.61655,5.47396,0.44838,0.27258,5.84082,0.53850,0.61838,5.67308,0.45423,0.29872,6.21605,0.61159,0.80582,3.55332,3.59835,0.45819,0.78653
8,Disco,0.50990,0.29783,11.05685,0.52130,0.26670,10.00946,0.53127,0.26458,9.25794,0.54129,0.26249,8.50312,0.49462,0.27339,9.64155,0.48521,0.27623,8.77342,0.47580,0.27898,8.11319,0.56207,0.27774,7.69321,0.47093,0.29841,6.75634,0.53425,0.32954,12.17505,0.49881,0.33750,10.84348,0.64730,0.46850,4.91729,0.43197,0.44152,5.17057,0.69495,0.76729,3.79440,0.38848,0.60893,3.51716,0.57155,0.67809,6.36309,0.44418,0.57122,5.58544,0.52580,0.66672,5.76739,0.45874,0.58158,5.45796,0.53044,0.61487,6.04329,0.45957,0.54285,5.63164,0.54144,0.61530,6.31937,0.46156,0.54200,5.94804,0.60279,0.80715,3.28098,3.13706,0.44651,0.77750
9,Disco,0.50635,0.29866,10.11220,0.51760,0.26747,9.62068,0.52749,0.26523,9.13506,0.53741,0.26297,8.66390,0.49160,0.27474,9.05062,0.48248,0.27786,8.26743,0.47339,0.28083,7.47575,0.55870,0.27840,8.31413,0.47034,0.30056,5.77862,0.53097,0.32974,11.42210,0.49588,0.33833,9.50882,0.64215,0.47234,4.91980,0.43512,0.44076,4.12572,0.68476,0.77569,3.36211,0.36341,0.56234,2.61904,0.56533,0.68520,5.24305,0.41664,0.45693,4.18325,0.51831,0.67305,4.76312,0.42898,0.43877,4.14247,0.52509,0.61895,5.00454,0.43186,0.41122,4.31855,0.53721,0.62029,5.17363,0.43486,0.42381,4.60342,0.59569,0.81016,3.58800,3.33391,0.44544,0.77917
10,Disco,0.50634,0.29820,10.16487,0.51767,0.26714,9.85263,0.52765,0.26497,9.36615,0.53766,0.26277,8.95793,0.49138,0.27430,9.27392,0.48210,0.27741,8.43798,0.47284,0.28038,7.55580,0.55963,0.27842,8.57109,0.46916,0.30063,5.68861,0.53119,0.32981,11.64297,0.49550,0.33839,9.62777,0.64324,0.47731,5.10244,0.43283,0.44230,4.29855,0.68469,0.78366,3.33374,0.36686,0.55057,2.77134,0.56350,0.68959,5.27874,0.42320,0.42155,4.55197,0.51692,0.67536,4.77546,0.43835,0.39491,4.48417,0.52337,0.62084,5.00342,0.43828,0.37197,4.61648,0.53515,0.62226,5.20915,0.43944,0.38748,4.94421,0.59422,0.81544,4.34242,4.23692,0.44269,0.78044
