,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y
0,Disco,0.49157,0.31850,12.76501,0.50468,0.29278,15.67732,0.51338,0.29369,15.71340,0.52223,0.29465,15.34592,0.48170,0.29076,13.49059,0.47349,0.29022,12.26582,0.46539,0.28959,11.48087,0.53457,0.30919,12.40615,0.45650,0.30261,10.07743,0.50814,0.34981,9.90408,0.47553,0.34696,9.74436,0.58818,0.43607,6.05053,0.40657,0.47037,3.52111,0.74808,0.44569,3.09479,0.34885,0.70646,0.67954,0.69474,0.23542,5.55319,0.37111,0.56134,3.26531,0.74364,0.17377,5.53648,0.37785,0.52115,4.11645,0.57757,0.15622,6.19186,0.37964,0.49259,4.57403,0.68893,0.18395,6.37192,0.39166,0.51053,4.28439,0.57483,0.74202,0.93320,0.38517,0.43470,0.74826
1,Disco,0.49074,0.31463,13.24162,0.50243,0.28859,16.42762,0.51115,0.28866,16.25138,0.51998,0.28874,15.70710,0.47909,0.28868,13.99860,0.47076,0.28897,12.53819,0.46250,0.28911,11.51672,0.53361,0.30133,12.28635,0.45370,0.30174,9.60120,0.50864,0.34364,9.68186,0.47583,0.34368,9.20654,0.58773,0.43562,5.49393,0.40926,0.46604,2.97403,0.75409,0.47357,3.71886,0.35507,0.70006,0.96580,0.76329,0.24684,7.39242,0.37937,0.58004,3.72593,0.79105,0.17475,7.39575,0.38728,0.54776,4.38661,0.73771,0.16467,8.03486,0.38829,0.51781,4.69618,0.73704,0.19538,8.24699,0.39908,0.53326,4.50490,0.57220,0.74998,-0.71629,-1.41456,0.43218,0.75082
2,Disco,0.49149,0.31399,11.28027,0.50336,0.28790,12.93701,0.51224,0.28823,12.69277,0.52124,0.28853,12.22004,0.47913,0.28751,11.17651,0.47045,0.28763,9.98866,0.46175,0.28753,9.25279,0.53423,0.30114,9.69929,0.45141,0.30091,7.68401,0.50875,0.34429,8.85114,0.47532,0.34366,8.78738,0.58526,0.44253,4.66936,0.40194,0.47004,2.50230,0.73360,0.55123,3.05308,0.36394,0.72542,1.47138,0.75634,0.34335,6.69163,0.39692,0.61292,3.76823,0.76865,0.27860,6.86090,0.41505,0.58454,4.14786,0.73824,0.26331,7.39192,0.40989,0.54704,4.40436,0.72919,0.29087,7.50597,0.41652,0.55933,4.33430,0.57375,0.75844,-0.69655,-1.30308,0.43380,0.76428
3,Disco,0.49300,0.31474,10.67594,0.50425,0.28906,11.04988,0.51290,0.28923,10.68413,0.52164,0.28939,10.17708,0.48042,0.28927,10.37742,0.47193,0.28957,9.66272,0.46343,0.28971,9.29747,0.53446,0.30217,8.69877,0.45328,0.30354,8.16796,0.50995,0.34511,9.47588,0.47729,0.34527,9.43393,0.58654,0.45251,5.02362,0.40271,0.47117,3.93202,0.70293,0.63930,3.09340,0.37148,0.73374,2.23634,0.71246,0.42674,6.07478,0.40282,0.61051,3.93131,0.71734,0.36170,6.57119,0.41617,0.57813,4.13437,0.70665,0.34399,7.18682,0.41201,0.54530,4.43899,0.69478,0.37123,7.15148,0.41849,0.55790,4.42165,0.57364,0.76829,0.48846,-0.22010,0.43237,0.77329
4,Disco,0.49286,0.31068,11.62666,0.50418,0.28459,11.75424,0.51313,0.28460,11.18217,0.52215,0.28466,10.46722,0.47927,0.28556,11.35463,0.47044,0.28621,10.55905,0.46159,0.28675,10.09833,0.53568,0.29944,9.23706,0.45063,0.30287,8.47314,0.51061,0.34273,11.11614,0.47678,0.34374,10.45303,0.59473,0.46047,5.96887,0.39932,0.46980,4.59962,0.67334,0.69460,4.47821,0.37539,0.74599,3.18668,0.68434,0.49885,6.58642,0.40450,0.61235,4.98319,0.68335,0.44359,6.69960,0.41731,0.58154,5.12376,0.68057,0.41907,7.21279,0.41086,0.54799,5.39275,0.67030,0.44016,7.37606,0.41817,0.55884,5.47631,0.58208,0.77712,1.62667,1.05712,0.43283,0.77934
5,Disco,0.49215,0.30655,11.50327,0.50161,0.27709,11.51774,0.51073,0.27535,10.76359,0.51982,0.27357,9.86322,0.47644,0.28286,11.34063,0.46744,0.28509,10.53136,0.45840,0.28722,10.08025,0.53560,0.28808,8.97527,0.44966,0.30531,8.41920,0.51303,0.33609,12.17364,0.47895,0.34311,10.88110,0.60641,0.45967,6.31409,0.40359,0.46974,5.41718,0.63895,0.72737,5.94133,0.37892,0.75001,4.36484,0.67783,0.54079,6.98620,0.40552,0.62222,5.98356,0.65091,0.49407,6.56998,0.42309,0.58648,5.90211,0.65060,0.46177,6.86468,0.41098,0.55265,6.08790,0.64295,0.47704,7.32759,0.42001,0.56481,6.34320,0.59034,0.78258,2.51333,2.19172,0.43799,0.78041
6,Disco,0.49101,0.31134,11.16643,0.50030,0.27702,11.23175,0.50965,0.27459,10.62304,0.51897,0.27222,9.81433,0.47537,0.28344,10.97629,0.46624,0.28553,10.27936,0.45707,0.28754,9.89135,0.53526,0.28251,9.09560,0.44933,0.30188,8.78710,0.51292,0.33697,11.82958,0.47853,0.34503,10.77170,0.60703,0.44186,6.32688,0.40232,0.44837,5.70621,0.62198,0.72435,5.72237,0.37261,0.72308,4.40855,0.62212,0.55402,6.58762,0.41190,0.63960,6.16432,0.61658,0.51227,6.09435,0.43748,0.63441,5.93931,0.62957,0.47460,6.32154,0.42792,0.58500,6.11115,0.62008,0.48804,6.83851,0.43084,0.58591,6.41203,0.58342,0.76370,2.47036,2.32608,0.43381,0.75810
7,Disco,0.49123,0.30993,10.21920,0.49898,0.27276,10.57966,0.50847,0.26963,10.14944,0.51803,0.26667,9.55815,0.47441,0.28064,10.04138,0.46494,0.28313,9.32106,0.45542,0.28560,8.86637,0.53344,0.27652,9.13942,0.44772,0.30083,7.91485,0.51421,0.33436,11.04423,0.47894,0.34447,10.04302,0.60798,0.44125,5.66046,0.40251,0.45327,5.08261,0.61511,0.71767,5.15072,0.37392,0.71004,3.69828,0.59928,0.59853,5.59691,0.40893,0.69708,5.20085,0.58916,0.56906,5.27256,0.43298,0.71008,5.01522,0.60411,0.53710,5.46632,0.42860,0.66598,5.17087,0.59624,0.54590,5.92330,0.43084,0.66024,5.50325,0.58931,0.76033,4.59842,4.82884,0.44829,0.76342
8,Disco,0.49392,0.30950,10.18252,0.50144,0.27372,9.96654,0.51058,0.27071,9.53681,0.51965,0.26763,9.04366,0.47809,0.28097,10.03101,0.46879,0.28318,9.46436,0.45949,0.28540,9.18946,0.53264,0.27792,8.50695,0.45122,0.30087,8.45378,0.51495,0.33496,11.53550,0.48107,0.34390,11.43977,0.60803,0.44705,5.49718,0.40075,0.46055,6.18760,0.63168,0.70514,4.65007,0.36432,0.72244,4.23485,0.63075,0.79836,4.28999,0.40993,0.68261,5.60867,0.62917,0.83345,3.56984,0.43756,0.68868,5.16267,0.62945,0.81067,3.53949,0.43558,0.64121,5.45774,0.62171,0.79643,4.11590,0.43657,0.63918,5.75000,0.59033,0.76450,5.28419,5.21960,0.44838,0.76869
9,Disco,0.48993,0.30842,11.49850,0.49902,0.27378,11.06802,0.50828,0.27071,10.31796,0.51751,0.26794,9.44664,0.47432,0.28099,11.01828,0.46528,0.28333,10.32760,0.45618,0.28565,9.91277,0.53391,0.27859,8.50189,0.44881,0.30151,8.80004,0.51206,0.33487,11.70846,0.47804,0.34357,10.92816,0.60889,0.45046,5.54295,0.40231,0.45635,5.85161,0.63631,0.74604,4.95816,0.36388,0.71878,3.98745,0.60828,0.59250,6.76110,0.41483,0.65399,6.50053,0.59217,0.55534,6.44298,0.44167,0.65354,6.34061,0.60420,0.51713,6.84320,0.43770,0.60608,6.56977,0.59822,0.52956,7.24467,0.43829,0.60680,6.85810,0.58449,0.77420,2.09662,1.95923,0.43670,0.76716
