,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y
0,Disco,0.47123,0.26712,11.52208,0.48447,0.23223,12.53711,0.49666,0.23319,11.92315,0.50901,0.23428,11.14129,0.45294,0.22947,12.16139,0.44044,0.22886,11.61996,0.42818,0.22802,11.38617,0.51941,0.25598,8.06302,0.40756,0.25050,10.05038,0.49109,0.31071,8.89304,0.44412,0.30766,10.28867,0.58147,0.39130,5.28294,0.33244,0.46812,5.93965,0.76804,0.30516,4.95219,0.33087,0.75811,3.81949,0.91720,0.14890,3.93333,0.43141,0.95809,5.38737,0.96068,0.10406,3.05954,0.45539,1.03715,4.52761,0.94906,0.08031,3.24127,0.48542,1.00318,4.69393,0.93041,0.10483,3.75865,0.48440,0.97454,5.08850,0.58980,0.82164,4.86248,5.04414,0.40799,0.85193
1,Disco,0.47002,0.26788,11.14846,0.48320,0.23327,12.83141,0.49549,0.23424,12.00633,0.50795,0.23533,10.98348,0.45148,0.23044,12.45751,0.43888,0.22987,11.61633,0.42656,0.22910,11.08095,0.51836,0.25792,7.68941,0.40596,0.25309,9.04981,0.49005,0.31192,8.17873,0.44260,0.30899,9.29830,0.57893,0.39275,4.92962,0.33157,0.46920,4.63468,0.76343,0.30401,4.58403,0.33162,0.76304,3.21609,0.91392,0.15142,3.51317,0.43409,0.96210,4.58739,0.95061,0.10695,2.54686,0.45679,1.04101,3.69587,0.92725,0.08903,2.73104,0.48920,1.00972,3.91230,0.90967,0.11302,3.21374,0.48912,0.98114,4.30340,0.58766,0.81841,4.59863,4.78243,0.40724,0.84936
2,Disco,0.47005,0.26873,10.91148,0.48322,0.23394,12.42521,0.49550,0.23479,11.88869,0.50796,0.23577,11.16608,0.45150,0.23142,11.68579,0.43891,0.23095,10.98198,0.42659,0.23028,10.63151,0.51853,0.25778,7.99680,0.40614,0.25385,9.06620,0.49016,0.31227,8.12305,0.44268,0.30967,9.23766,0.58023,0.39417,4.61426,0.33330,0.47186,4.53769,0.76497,0.30392,4.68926,0.33318,0.76996,2.91551,0.91495,0.15068,3.77230,0.43479,0.96491,4.66871,0.95236,0.10437,2.87888,0.45782,1.04173,3.87321,0.92906,0.08510,3.06335,0.48864,1.00908,4.03125,0.91182,0.10953,3.55140,0.48823,0.98193,4.39463,0.59027,0.83514,3.44966,3.55535,0.40877,0.86543
3,Disco,0.46978,0.26864,11.06624,0.48293,0.23380,12.79954,0.49520,0.23465,11.96327,0.50765,0.23566,10.94406,0.45127,0.23126,12.50083,0.43869,0.23081,11.76495,0.42638,0.23018,11.35235,0.51823,0.25750,7.62527,0.40600,0.25415,9.49240,0.49000,0.31211,8.28886,0.44254,0.30929,9.69405,0.57973,0.39470,4.37874,0.33440,0.47280,5.20987,0.76294,0.30397,4.32620,0.33372,0.76852,3.78598,0.90026,0.15087,3.41313,0.43765,0.96762,5.28713,0.93601,0.10467,2.57916,0.46215,1.04546,4.34827,0.91563,0.08537,2.71922,0.49325,1.01289,4.47161,0.90088,0.10973,3.18654,0.49255,0.98548,4.87456,0.59360,0.83715,3.55096,4.46360,0.41401,0.86980
4,Disco,0.46920,0.26973,11.14521,0.48243,0.23503,12.16922,0.49471,0.23610,11.51906,0.50717,0.23732,10.68891,0.45080,0.23194,11.88199,0.43822,0.23128,11.29513,0.42591,0.23047,10.99896,0.51767,0.25910,7.63968,0.40555,0.25414,9.50198,0.48939,0.31338,8.56736,0.44200,0.30987,10.03518,0.57941,0.39339,5.26222,0.33326,0.47266,5.59230,0.76239,0.30075,4.98849,0.33258,0.76569,3.84546,0.89556,0.15059,3.89324,0.43500,0.96341,5.39854,0.93408,0.10465,2.89092,0.45913,1.04183,4.40759,0.91466,0.08574,3.03831,0.49009,1.00826,4.58285,0.89998,0.10983,3.54263,0.48951,0.98006,5.03623,0.59175,0.83348,4.96004,5.35836,0.41244,0.86336
5,Disco,0.46905,0.26965,11.35845,0.48227,0.23521,12.42280,0.49455,0.23625,11.73081,0.50703,0.23743,10.84102,0.45066,0.23217,12.01259,0.43810,0.23156,11.28864,0.42581,0.23079,10.87781,0.51752,0.25923,7.71580,0.40559,0.25445,9.10641,0.48924,0.31324,8.42738,0.44190,0.30982,9.42509,0.57898,0.39568,4.98046,0.33320,0.47227,4.67047,0.76105,0.30955,4.70567,0.33332,0.76278,2.87337,0.89588,0.15041,3.61655,0.43342,0.96322,4.21357,0.93567,0.10109,2.71881,0.45525,1.04177,3.44526,0.91698,0.08127,2.87983,0.48494,1.00726,3.65021,0.90179,0.10640,3.33600,0.48471,0.97894,4.00105,0.58774,0.82697,4.61641,4.33607,0.40782,0.85738
6,Disco,0.46899,0.26954,11.41644,0.48199,0.23521,13.05678,0.49427,0.23622,12.15704,0.50671,0.23735,11.07918,0.45030,0.23219,12.79351,0.43770,0.23162,11.98943,0.42539,0.23087,11.49697,0.51688,0.25935,7.62649,0.40527,0.25498,9.40486,0.48901,0.31319,8.27890,0.44154,0.30997,9.46359,0.57839,0.39555,4.86622,0.33211,0.47103,5.00372,0.76069,0.30901,4.84979,0.33288,0.76194,3.84305,0.90109,0.14503,3.55200,0.43207,0.95964,5.12038,0.94295,0.09332,2.54532,0.45427,1.03788,4.13058,0.92564,0.07762,2.75833,0.48313,1.00506,4.34374,0.90875,0.10313,3.31458,0.48294,0.97669,4.75278,0.58672,0.81060,4.21188,4.86020,0.40690,0.84333
7,Disco,0.46727,0.26932,11.30663,0.48060,0.23492,12.79894,0.49287,0.23588,12.23262,0.50533,0.23696,11.46171,0.44893,0.23202,12.08106,0.43642,0.23145,11.34204,0.42417,0.23071,10.94303,0.51622,0.25829,8.16383,0.40446,0.25417,9.22877,0.48769,0.31254,8.31213,0.44032,0.30955,9.42061,0.57942,0.39591,4.89441,0.33162,0.47189,4.63691,0.76590,0.30014,4.95982,0.33406,0.76963,3.09573,0.90513,0.13807,4.04503,0.43724,0.96270,4.76784,0.94591,0.08875,3.08876,0.46017,1.03870,3.93161,0.92781,0.06872,3.25395,0.49051,1.00515,4.08142,0.91136,0.09381,3.75698,0.48976,0.97825,4.45536,0.58761,0.82005,3.79536,3.56674,0.40543,0.85266
8,Disco,0.46797,0.26929,11.21256,0.48094,0.23493,12.67878,0.49322,0.23586,11.87332,0.50566,0.23691,10.86496,0.44917,0.23206,12.29109,0.43657,0.23151,11.52492,0.42425,0.23079,11.06110,0.51615,0.25842,7.53501,0.40430,0.25460,9.12161,0.48823,0.31254,8.21452,0.44068,0.30968,9.35266,0.57937,0.39615,4.86213,0.33164,0.47188,5.00245,0.76335,0.30142,4.77277,0.33371,0.76542,3.54979,0.90383,0.13594,3.42365,0.43617,0.96181,4.84305,0.94551,0.08200,2.46131,0.45965,1.03721,3.93798,0.92801,0.06304,2.64189,0.48900,1.00328,4.14602,0.91105,0.08887,3.17002,0.48846,0.97703,4.53402,0.58743,0.81344,4.63163,5.11847,0.40629,0.84307
9,Disco,0.46700,0.26933,11.33892,0.47988,0.23490,12.78346,0.49218,0.23579,12.04796,0.50465,0.23680,11.09939,0.44815,0.23206,12.48020,0.43555,0.23153,11.84371,0.42320,0.23083,11.48131,0.51546,0.25785,7.90804,0.40347,0.25438,9.82215,0.48761,0.31250,8.51852,0.44009,0.30970,9.91760,0.57864,0.39317,5.01151,0.33057,0.47099,5.85417,0.76021,0.30110,4.59025,0.32933,0.76546,4.04286,0.89736,0.13700,3.43725,0.43365,0.95804,5.36445,0.93929,0.08491,2.54020,0.45821,1.03371,4.37405,0.92175,0.06704,2.70887,0.48868,0.99921,4.53168,0.90406,0.09284,3.21516,0.48803,0.97233,4.94649,0.58900,0.81840,4.62940,5.40365,0.40805,0.84934
