,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y,25_v,25_x,25_y,26_v,26_x,26_y,27_v,27_x,27_y,28_v,28_x,28_y,29_v,29_x,29_y,30_v,30_x,30_y,31_v,31_x,31_y,32_v,32_x,32_y
0,Disco,0.49914,0.34503,1.00000,0.51924,0.29814,1.00000,0.53188,0.29861,1.00000,0.54440,0.29903,1.00000,0.48230,0.29533,1.00000,0.46931,0.29360,0.99999,0.45652,0.29201,1.00000,0.56157,0.31371,0.99999,0.43853,0.30424,0.99998,0.52199,0.38609,0.99999,0.47421,0.38234,0.99999,0.62975,0.47407,1.00000,0.35315,0.53581,0.99999,0.80566,0.37723,0.99523,0.28069,0.83150,0.93592,0.92168,0.18025,0.99693,0.21786,1.04374,0.52432,0.98040,0.11302,0.98929,0.18386,1.10373,0.40864,0.95576,0.08362,0.99076,0.19657,1.12657,0.47840,0.93460,0.12017,0.99445,0.21574,1.08967,0.54695,0.56552,1.06172,0.18780,0.12235,0.38729,1.06458,0.28803,0.57385,1.50149,0.42967,0.38076,1.48895,0.01611,0.55745,1.85026,0.01795,0.37803,1.84177,0.01919,0.55157,1.89615,0.01178,0.37390,1.89177,0.01076,0.54420,1.99273,0.00837,0.40162,1.98210
1,Disco,0.49246,0.34460,1.00000,0.51348,0.29654,1.00000,0.52611,0.29676,1.00000,0.53859,0.29696,1.00000,0.47620,0.29445,1.00000,0.46334,0.29297,0.99999,0.45070,0.29167,1.00000,0.55545,0.31186,0.99999,0.43330,0.30405,0.99998,0.51496,0.38591,0.99999,0.46709,0.38307,0.99999,0.62667,0.47409,1.00000,0.34820,0.53100,0.99999,0.80184,0.38754,0.99518,0.27718,0.82936,0.90560,0.92191,0.18633,0.99745,0.20649,1.05149,0.56639,0.98487,0.11824,0.99210,0.16921,1.11805,0.45995,0.95685,0.08915,0.99319,0.18216,1.13217,0.53566,0.93364,0.12565,0.99586,0.20291,1.10228,0.58570,0.56337,1.05491,0.07102,0.04264,0.37963,1.05533,0.34751,0.56887,1.52097,0.36677,0.37166,1.49967,0.03002,0.55545,1.91263,0.03043,0.36369,1.89500,0.03157,0.55234,1.96698,0.01786,0.35721,1.95163,0.02001,0.52814,2.04757,0.01488,0.38998,2.02808
2,Disco,0.49240,0.34132,1.00000,0.51237,0.29314,1.00000,0.52489,0.29306,1.00000,0.53725,0.29299,1.00000,0.47482,0.29216,1.00000,0.46169,0.29102,0.99999,0.44877,0.29010,1.00000,0.55100,0.30781,0.99999,0.42819,0.30299,0.99999,0.51350,0.38239,0.99999,0.46502,0.38082,0.99999,0.62551,0.47180,0.99999,0.33988,0.53394,0.99998,0.79900,0.39358,0.99412,0.27083,0.84224,0.92262,0.92152,0.19432,0.99656,0.20865,1.04982,0.72075,0.98310,0.12935,0.98853,0.17403,1.11651,0.61308,0.95749,0.10128,0.98996,0.18947,1.12113,0.68498,0.93423,0.13622,0.99380,0.20995,1.09360,0.71765,0.57407,1.05584,0.09475,0.04981,0.38589,1.06416,0.34010,0.58823,1.52425,0.39307,0.38424,1.51362,0.03469,0.57783,1.92481,0.04241,0.38286,1.91606,0.03271,0.57382,1.97980,0.02456,0.37629,1.97210,0.02569,0.55344,2.06232,0.02355,0.41337,2.05074
3,Disco,0.49450,0.34142,1.00000,0.51258,0.29380,1.00000,0.52500,0.29369,1.00000,0.53729,0.29356,1.00000,0.47627,0.29289,1.00000,0.46310,0.29180,0.99999,0.45010,0.29089,1.00000,0.55079,0.30884,0.99999,0.42911,0.30398,0.99997,0.51587,0.38221,0.99999,0.46764,0.38087,0.99999,0.61950,0.47072,0.99999,0.34293,0.53688,0.99997,0.79419,0.39719,0.99205,0.27139,0.83728,0.88522,0.92629,0.19889,0.98815,0.19489,1.05830,0.30961,0.98376,0.13544,0.95701,0.15929,1.12559,0.19990,0.96567,0.10292,0.96271,0.16007,1.12836,0.25832,0.94407,0.13687,0.97652,0.18134,1.10145,0.30579,0.56918,1.05559,0.44173,0.32056,0.38996,1.06441,0.08225,0.58274,1.49273,0.10199,0.38521,1.48401,0.00293,0.57543,1.82908,0.00238,0.38829,1.82399,0.00310,0.57040,1.87313,0.00159,0.38470,1.87080,0.00280,0.56267,1.97416,0.00175,0.41021,1.96941
4,Disco,0.49484,0.34042,1.00000,0.51255,0.29386,1.00000,0.52503,0.29380,1.00000,0.53740,0.29371,1.00000,0.47642,0.29297,1.00000,0.46319,0.29193,0.99999,0.45012,0.29103,1.00000,0.55135,0.30901,0.99998,0.42934,0.30544,0.99994,0.51651,0.38180,0.99997,0.46806,0.38053,0.99998,0.61979,0.47083,0.99999,0.34350,0.53826,0.99997,0.79530,0.39949,0.99347,0.26785,0.83636,0.92632,0.94135,0.19344,0.98661,0.19427,1.06310,0.33217,0.99573,0.12646,0.94823,0.16109,1.13064,0.20591,0.98437,0.09140,0.95410,0.16131,1.13283,0.26165,0.96402,0.12598,0.97013,0.18251,1.10738,0.29964,0.56986,1.05472,0.71259,0.66492,0.39133,1.06215,0.06603,0.58061,1.48278,0.13221,0.38476,1.47569,0.00161,0.56790,1.77796,0.00194,0.38849,1.77130,0.00179,0.56109,1.81477,0.00134,0.38785,1.81158,0.00152,0.56254,1.92412,0.00139,0.40818,1.92282
5,Disco,0.49360,0.33788,1.00000,0.51072,0.29280,1.00000,0.52312,0.29266,1.00000,0.53541,0.29248,1.00000,0.47481,0.29229,1.00000,0.46163,0.29147,0.99999,0.44860,0.29077,1.00000,0.54935,0.30911,0.99999,0.42766,0.30558,0.99997,0.51535,0.37950,0.99999,0.46716,0.37888,0.99999,0.61831,0.47134,0.99999,0.34433,0.53918,0.99996,0.79537,0.39913,0.99360,0.27123,0.83725,0.90800,0.94047,0.19742,0.98684,0.19770,1.06904,0.35373,0.99484,0.13271,0.95267,0.16564,1.13662,0.24079,0.98066,0.09954,0.95865,0.16416,1.13732,0.31118,0.96059,0.13285,0.97380,0.18506,1.11265,0.36154,0.57079,1.05719,0.40723,0.25473,0.39761,1.06519,0.12185,0.58078,1.48480,0.13875,0.39366,1.47915,0.00361,0.57769,1.79847,0.00275,0.40470,1.79550,0.00360,0.57070,1.83935,0.00187,0.40672,1.84047,0.00351,0.57961,1.94382,0.00211,0.42224,1.94221
6,Disco,0.49201,0.34136,1.00000,0.51152,0.29376,1.00000,0.52471,0.29358,1.00000,0.53776,0.29340,1.00000,0.47353,0.29318,1.00000,0.45994,0.29239,0.99999,0.44655,0.29170,1.00000,0.55453,0.31096,0.99999,0.42755,0.30729,0.99999,0.51532,0.38389,0.99999,0.46534,0.38294,1.00000,0.62334,0.47025,1.00000,0.34176,0.54231,1.00000,0.80432,0.39320,0.99877,0.26222,0.84311,0.96663,0.94542,0.18696,0.99919,0.17191,1.08473,0.56013,1.00534,0.11990,0.99767,0.12925,1.15516,0.43912,0.98314,0.07984,0.99815,0.12996,1.16377,0.52541,0.96118,0.11617,0.99899,0.15323,1.13861,0.59674,0.57423,1.05210,0.18687,0.13712,0.39418,1.06029,0.46391,0.58364,1.50628,0.57959,0.39257,1.49298,0.03716,0.57909,1.86114,0.03497,0.40202,1.85175,0.05336,0.57650,1.90981,0.02455,0.40309,1.90378,0.01961,0.57563,2.00391,0.01288,0.42204,1.99157
7,Disco,0.49184,0.34220,1.00000,0.51143,0.29490,1.00000,0.52451,0.29488,1.00000,0.53744,0.29485,1.00000,0.47360,0.29399,1.00000,0.46009,0.29307,0.99999,0.44678,0.29225,1.00000,0.55336,0.31193,0.99998,0.42732,0.30746,0.99998,0.51450,0.38475,0.99999,0.46494,0.38338,0.99999,0.62174,0.47048,1.00000,0.34042,0.54194,0.99999,0.80022,0.39399,0.99335,0.26105,0.84294,0.93220,0.94392,0.19547,0.99183,0.16851,1.07486,0.67371,1.00511,0.13145,0.97490,0.12449,1.13920,0.54986,0.98105,0.09304,0.97900,0.12671,1.14562,0.62751,0.95847,0.12621,0.98722,0.15072,1.12274,0.67180,0.57495,1.05944,0.18182,0.12715,0.39432,1.07213,0.19467,0.58846,1.50807,0.21706,0.39451,1.50277,0.00836,0.58841,1.88392,0.00736,0.40471,1.87232,0.00929,0.58640,1.93484,0.00497,0.40312,1.92643,0.00614,0.57549,2.02242,0.00421,0.42767,2.00867
8,Disco,0.49037,0.34185,1.00000,0.50939,0.29415,1.00000,0.52228,0.29400,1.00000,0.53500,0.29383,1.00000,0.47196,0.29363,1.00000,0.45861,0.29283,0.99999,0.44546,0.29213,1.00000,0.55077,0.31114,0.99999,0.42616,0.30759,0.99998,0.51306,0.38440,0.99999,0.46388,0.38351,0.99999,0.62319,0.47007,1.00000,0.34036,0.54287,0.99998,0.80351,0.39523,0.99418,0.26049,0.84776,0.85239,0.94429,0.19290,0.99605,0.17085,1.06869,0.32463,1.00583,0.12674,0.98891,0.12915,1.13075,0.25408,0.98177,0.08939,0.99113,0.13492,1.13338,0.33490,0.95890,0.12388,0.99474,0.15736,1.11078,0.38089,0.57887,1.06171,0.06626,0.03421,0.39449,1.07497,0.24320,0.59489,1.52343,0.24542,0.39604,1.51697,0.01234,0.58909,1.90416,0.00999,0.40773,1.89664,0.01533,0.59026,1.95588,0.00709,0.40622,1.95094,0.00860,0.57683,2.04272,0.00529,0.42787,2.03227
9,Disco,0.48671,0.34413,1.00000,0.50504,0.29460,1.00000,0.51796,0.29428,1.00000,0.53067,0.29397,1.00000,0.46717,0.29429,1.00000,0.45395,0.29361,1.00000,0.44099,0.29307,1.00000,0.54614,0.31057,0.99999,0.42221,0.30855,0.99999,0.50884,0.38684,0.99999,0.46049,0.38646,0.99999,0.62402,0.46836,1.00000,0.33442,0.54771,1.00000,0.79619,0.38944,0.99741,0.25386,0.85790,0.91047,0.93453,0.19490,0.99869,0.15310,1.09184,0.59823,0.99917,0.13023,0.99723,0.10718,1.16003,0.51789,0.97160,0.09302,0.99792,0.11035,1.16565,0.60318,0.94683,0.12781,0.99874,0.13520,1.14045,0.66215,0.58670,1.07526,0.02662,0.01543,0.39629,1.08901,0.34474,0.60275,1.55258,0.21850,0.39992,1.54532,0.03923,0.59146,1.93742,0.01573,0.41037,1.93477,0.06007,0.59646,2.00376,0.01310,0.40875,2.00043,0.02225,0.58520,2.05184,0.00809,0.43597,2.04750
