,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y,25_v,25_x,25_y,26_v,26_x,26_y,27_v,27_x,27_y,28_v,28_x,28_y,29_v,29_x,29_y,30_v,30_x,30_y,31_v,31_x,31_y,32_v,32_x,32_y
0,Disco,0.48853,0.27363,1.00000,0.50670,0.23363,1.00000,0.51812,0.23360,1.00000,0.52945,0.23361,1.00000,0.47425,0.23387,1.00000,0.46278,0.23383,0.99999,0.45144,0.23405,1.00000,0.54621,0.25136,0.99998,0.43865,0.25111,0.99998,0.51135,0.31399,0.99998,0.46752,0.31452,0.99999,0.63197,0.44496,0.99999,0.35431,0.45660,0.99999,0.81523,0.44981,0.99663,0.26125,0.68197,0.98173,0.92226,0.22292,0.99751,0.18732,0.86851,0.92972,0.96974,0.15408,0.99198,0.15150,0.93638,0.87090,0.94408,0.12632,0.99218,0.16952,0.94141,0.88758,0.92097,0.16019,0.99533,0.19176,0.92314,0.91317,0.55935,0.99539,0.38425,0.50942,0.38311,0.98015,0.15104,0.55175,1.41057,0.25157,0.37166,1.38472,0.01357,0.54852,1.76643,0.03607,0.37264,1.73375,0.01525,0.55205,1.81819,0.02396,0.37386,1.78654,0.00739,0.52094,1.89224,0.01547,0.37850,1.85736
1,Disco,0.48538,0.27306,1.00000,0.50399,0.23336,1.00000,0.51540,0.23331,1.00000,0.52672,0.23329,1.00000,0.47155,0.23374,1.00000,0.46018,0.23374,0.99999,0.44894,0.23400,1.00000,0.54355,0.25143,0.99998,0.43621,0.25112,0.99997,0.50795,0.31389,0.99998,0.46413,0.31449,0.99999,0.62877,0.44498,0.99999,0.35329,0.45835,0.99999,0.80936,0.44963,0.99638,0.26158,0.68116,0.98726,0.92046,0.22258,0.99656,0.18647,0.86841,0.97313,0.96925,0.15400,0.98974,0.14990,0.93626,0.94829,0.94436,0.12609,0.99018,0.16729,0.93950,0.95472,0.92124,0.15973,0.99425,0.18926,0.92253,0.96531,0.55938,0.99428,0.52347,0.64797,0.38330,0.98006,0.14572,0.55183,1.41238,0.29497,0.37203,1.38645,0.01424,0.54869,1.76834,0.04170,0.37280,1.73818,0.01530,0.55233,1.81842,0.02682,0.37386,1.79071,0.00759,0.52055,1.89560,0.01770,0.37863,1.86158
2,Disco,0.48308,0.27287,1.00000,0.50211,0.23324,1.00000,0.51360,0.23316,1.00000,0.52501,0.23312,1.00000,0.46960,0.23367,1.00000,0.45831,0.23370,0.99998,0.44713,0.23397,1.00000,0.54247,0.25135,0.99997,0.43511,0.25118,0.99997,0.50608,0.31379,0.99998,0.46228,0.31445,0.99999,0.62907,0.44507,0.99999,0.35285,0.45836,0.99999,0.81036,0.44978,0.99689,0.26138,0.67814,0.99100,0.91785,0.22258,0.99711,0.18607,0.85840,0.98508,0.96437,0.15410,0.99092,0.14958,0.92383,0.97082,0.93969,0.12589,0.99115,0.16707,0.92542,0.97414,0.91700,0.15944,0.99476,0.18904,0.90968,0.97992,0.56001,0.99438,0.51948,0.63773,0.38337,0.98084,0.15232,0.55343,1.41509,0.27881,0.37186,1.38856,0.01448,0.54894,1.77316,0.03268,0.37242,1.74401,0.01496,0.55251,1.82411,0.02163,0.37339,1.79761,0.00807,0.52051,1.90134,0.01501,0.37764,1.86731
3,Disco,0.48255,0.27229,1.00000,0.50106,0.23312,1.00000,0.51237,0.23304,1.00000,0.52357,0.23297,1.00000,0.46896,0.23363,1.00000,0.45778,0.23369,0.99998,0.44672,0.23397,1.00000,0.54056,0.25130,0.99997,0.43463,0.25119,0.99997,0.50518,0.31306,0.99998,0.46184,0.31397,0.99999,0.62803,0.44509,1.00000,0.35269,0.45904,1.00000,0.81222,0.44757,0.99637,0.26142,0.67827,0.98831,0.91614,0.22121,0.99559,0.18593,0.85834,0.97927,0.96153,0.15316,0.98540,0.14938,0.92322,0.95887,0.93705,0.12502,0.98590,0.16620,0.92505,0.96448,0.91470,0.15838,0.99201,0.18805,0.90953,0.97290,0.56032,0.99825,0.71144,0.80588,0.38378,0.98579,0.16692,0.55374,1.42001,0.26332,0.37220,1.39350,0.01084,0.54894,1.78028,0.02362,0.37256,1.75157,0.01131,0.55245,1.83145,0.01495,0.37363,1.80525,0.00527,0.52056,1.90886,0.00965,0.37739,1.87411
4,Disco,0.47868,0.27071,1.00000,0.49798,0.23221,1.00000,0.50930,0.23222,1.00000,0.52052,0.23224,1.00000,0.46586,0.23256,1.00000,0.45480,0.23259,0.99999,0.44386,0.23285,1.00000,0.53823,0.25093,0.99998,0.43243,0.25036,0.99998,0.50138,0.31180,0.99999,0.45813,0.31240,0.99999,0.62710,0.44443,0.99999,0.35035,0.45941,1.00000,0.81311,0.44529,0.99690,0.26026,0.67852,0.99065,0.91730,0.21872,0.99603,0.18456,0.85742,0.98533,0.96294,0.15071,0.98711,0.14800,0.92214,0.97197,0.93919,0.12346,0.98765,0.16524,0.92375,0.97575,0.91672,0.15655,0.99290,0.18704,0.90803,0.98118,0.56275,0.99817,0.71377,0.79923,0.38591,0.98699,0.20060,0.55678,1.42136,0.26922,0.37479,1.39489,0.01685,0.55293,1.78335,0.03086,0.37710,1.75925,0.01693,0.55667,1.83618,0.01977,0.37893,1.81398,0.00843,0.52552,1.91065,0.01418,0.38034,1.88159
5,Disco,0.47912,0.27000,1.00000,0.49812,0.23145,1.00000,0.50941,0.23151,1.00000,0.52060,0.23160,1.00000,0.46602,0.23162,1.00000,0.45493,0.23158,0.99999,0.44396,0.23177,1.00000,0.53818,0.25044,0.99998,0.43236,0.24942,0.99998,0.50143,0.31097,0.99999,0.45816,0.31134,0.99999,0.62669,0.44430,0.99999,0.34943,0.45822,1.00000,0.81287,0.45037,0.99818,0.25987,0.67852,0.99169,0.91691,0.22949,0.99708,0.18674,0.85716,0.98595,0.96248,0.16477,0.98904,0.15064,0.92151,0.97083,0.93898,0.13559,0.98952,0.16845,0.92206,0.97499,0.91666,0.16815,0.99380,0.19054,0.90669,0.98094,0.56238,0.99737,0.64577,0.76172,0.38581,0.98656,0.29329,0.55567,1.41860,0.29902,0.37456,1.39564,0.02689,0.55265,1.78244,0.03397,0.37582,1.76152,0.02485,0.55578,1.83390,0.02090,0.37707,1.81413,0.01425,0.52437,1.91343,0.01676,0.37918,1.88763
6,Disco,0.47968,0.26996,1.00000,0.49839,0.23144,1.00000,0.50973,0.23149,1.00000,0.52098,0.23152,1.00000,0.46613,0.23152,1.00000,0.45492,0.23146,0.99999,0.44386,0.23163,1.00000,0.53812,0.25021,0.99998,0.43211,0.24935,0.99998,0.50185,0.31095,0.99999,0.45829,0.31123,0.99999,0.62625,0.44417,1.00000,0.34892,0.45821,1.00000,0.81255,0.45012,0.99852,0.25964,0.67843,0.99424,0.91659,0.23030,0.99745,0.18713,0.85563,0.98823,0.96097,0.16773,0.99010,0.15146,0.91848,0.97447,0.93837,0.13660,0.99048,0.16884,0.91714,0.97755,0.91610,0.16869,0.99461,0.19117,0.90283,0.98321,0.55993,0.99643,0.81281,0.89882,0.38397,0.98432,0.31484,0.55311,1.41398,0.36983,0.37428,1.39050,0.02547,0.55264,1.77794,0.03756,0.37489,1.75489,0.02576,0.55448,1.83216,0.02669,0.37668,1.81130,0.01277,0.52329,1.90346,0.01787,0.37387,1.87627
7,Disco,0.48073,0.26999,1.00000,0.49912,0.23136,1.00000,0.51047,0.23141,1.00000,0.52173,0.23145,1.00000,0.46669,0.23149,1.00000,0.45536,0.23145,0.99999,0.44418,0.23163,1.00000,0.53830,0.25003,0.99997,0.43179,0.24935,0.99997,0.50276,0.31090,0.99998,0.45890,0.31124,0.99999,0.62558,0.44276,0.99999,0.34881,0.45786,1.00000,0.80926,0.45092,0.99672,0.26051,0.67750,0.99201,0.91619,0.23062,0.99606,0.18839,0.85413,0.99250,0.96159,0.16730,0.98759,0.15207,0.91673,0.98448,0.93982,0.13628,0.98847,0.16997,0.91113,0.98630,0.91750,0.16829,0.99320,0.19221,0.89678,0.98944,0.55933,0.99371,0.78857,0.86468,0.38375,0.98152,0.17857,0.55250,1.41172,0.24780,0.37427,1.38738,0.01931,0.55135,1.77553,0.03423,0.37620,1.74784,0.01910,0.55370,1.83148,0.02199,0.37762,1.80334,0.01000,0.52256,1.89790,0.01620,0.37862,1.86912
8,Disco,0.48293,0.27064,1.00000,0.50069,0.23141,1.00000,0.51212,0.23142,1.00000,0.52345,0.23143,1.00000,0.46778,0.23163,1.00000,0.45613,0.23160,0.99999,0.44466,0.23179,1.00000,0.53871,0.24996,0.99997,0.43152,0.24946,0.99997,0.50440,0.31135,0.99998,0.45978,0.31184,0.99999,0.62539,0.44238,0.99999,0.34881,0.45760,1.00000,0.80887,0.45255,0.99679,0.26102,0.67578,0.99235,0.91756,0.23395,0.99546,0.18957,0.85161,0.99208,0.96453,0.16995,0.98545,0.15289,0.91423,0.98364,0.94249,0.13899,0.98644,0.17148,0.91031,0.98558,0.91998,0.17105,0.99213,0.19348,0.89623,0.98905,0.55962,0.99362,0.77906,0.85688,0.38423,0.98079,0.19736,0.55281,1.41138,0.28150,0.37413,1.38631,0.02017,0.55040,1.77356,0.03564,0.37535,1.74551,0.02010,0.55291,1.82743,0.02228,0.37645,1.80134,0.01011,0.52167,1.89741,0.01551,0.37911,1.86672
9,Disco,0.48195,0.27118,1.00000,0.49960,0.23182,1.00000,0.51093,0.23180,1.00000,0.52218,0.23179,1.00000,0.46706,0.23205,1.00000,0.45556,0.23201,0.99998,0.44423,0.23218,1.00000,0.53776,0.25034,0.99997,0.43124,0.24989,0.99997,0.50339,0.31193,0.99998,0.45926,0.31242,0.99999,0.62488,0.44253,1.00000,0.34878,0.45746,1.00000,0.80936,0.45710,0.99804,0.26095,0.67512,0.99343,0.91614,0.23833,0.99723,0.19035,0.85126,0.99109,0.96171,0.17492,0.99044,0.15442,0.91399,0.98136,0.93889,0.14205,0.99073,0.17239,0.90930,0.98345,0.91661,0.17423,0.99461,0.19422,0.89542,0.98748,0.55911,0.99446,0.78884,0.86567,0.38388,0.98244,0.22664,0.55266,1.41156,0.30562,0.37367,1.38805,0.01730,0.54907,1.77234,0.03139,0.37491,1.74680,0.01683,0.55168,1.82507,0.02005,0.37623,1.80121,0.00935,0.52074,1.89967,0.01458,0.37827,1.87078
